continent,country,obs_type,obs_vlues
Africa,Reunion,lifeExp_1972,64.274
Africa,Rwanda,lifeExp_1972,44.6
Africa,Sao Tome and Principe,lifeExp_1972,56.48
Africa,Senegal,lifeExp_1972,45.815
Africa,Sierra Leone,lifeExp_1972,35.4
Africa,Somalia,lifeExp_1972,40.973
Africa,South Africa,lifeExp_1972,53.696
Africa,Sudan,lifeExp_1972,45.083
Africa,Swaziland,lifeExp_1972,49.552
Africa,Tanzania,lifeExp_1972,47.62
Africa,Togo,lifeExp_1972,49.759
Africa,Tunisia,lifeExp_1972,55.602
Africa,Uganda,lifeExp_1972,51.016
Africa,Zambia,lifeExp_1972,50.107
Africa,Zimbabwe,lifeExp_1972,55.635
Americas,Argentina,lifeExp_1972,67.065
Americas,Bolivia,lifeExp_1972,46.714
Americas,Brazil,lifeExp_1972,59.504
Americas,Canada,lifeExp_1972,72.88
Americas,Chile,lifeExp_1972,63.441
Americas,Colombia,lifeExp_1972,61.623
Americas,Costa Rica,lifeExp_1972,67.849
Americas,Cuba,lifeExp_1972,70.723
Americas,Dominican Republic,lifeExp_1972,59.631
Americas,Ecuador,lifeExp_1972,58.796
Americas,El Salvador,lifeExp_1972,58.207
Americas,Guatemala,lifeExp_1972,53.738
Americas,Haiti,lifeExp_1972,48.042
Americas,Honduras,lifeExp_1972,53.884
Americas,Jamaica,lifeExp_1972,69
Americas,Mexico,lifeExp_1972,62.361
Americas,Nicaragua,lifeExp_1972,55.151
Americas,Panama,lifeExp_1972,66.216
Americas,Paraguay,lifeExp_1972,65.815
Americas,Peru,lifeExp_1972,55.448
Americas,Puerto Rico,lifeExp_1972,72.16
Americas,Trinidad and Tobago,lifeExp_1972,65.9
Americas,United States,lifeExp_1972,71.34
Americas,Uruguay,lifeExp_1972,68.673
Americas,Venezuela,lifeExp_1972,65.712
Asia,Afghanistan,lifeExp_1972,36.088
Asia,Bahrain,lifeExp_1972,63.3
Asia,Bangladesh,lifeExp_1972,45.252
Asia,Cambodia,lifeExp_1972,40.317
Asia,China,lifeExp_1972,63.11888
Asia,Hong Kong China,lifeExp_1972,72
Asia,India,lifeExp_1972,50.651
Asia,Indonesia,lifeExp_1972,49.203
Asia,Iran,lifeExp_1972,55.234
Asia,Iraq,lifeExp_1972,56.95
Asia,Israel,lifeExp_1972,71.63
Asia,Japan,lifeExp_1972,73.42
Asia,Jordan,lifeExp_1972,56.528
Asia,Korea Dem. Rep.,lifeExp_1972,63.983
Asia,Korea Rep.,lifeExp_1972,62.612
Asia,Kuwait,lifeExp_1972,67.712
Asia,Lebanon,lifeExp_1972,65.421
Asia,Malaysia,lifeExp_1972,63.01
Asia,Mongolia,lifeExp_1972,53.754
Asia,Myanmar,lifeExp_1972,53.07
Asia,Nepal,lifeExp_1972,43.971
Asia,Oman,lifeExp_1972,52.143
Asia,Pakistan,lifeExp_1972,51.929
Asia,Philippines,lifeExp_1972,58.065
Asia,Saudi Arabia,lifeExp_1972,53.886
Asia,Singapore,lifeExp_1972,69.521
Asia,Sri Lanka,lifeExp_1972,65.042
Asia,Syria,lifeExp_1972,57.296
Asia,Taiwan,lifeExp_1972,69.39
Asia,Thailand,lifeExp_1972,60.405
Asia,Vietnam,lifeExp_1972,50.254
Asia,West Bank and Gaza,lifeExp_1972,56.532
Asia,Yemen Rep.,lifeExp_1972,39.848
Europe,Albania,lifeExp_1972,67.69
Europe,Austria,lifeExp_1972,70.63
Europe,Belgium,lifeExp_1972,71.44
Europe,Bosnia and Herzegovina,lifeExp_1972,67.45
Europe,Bulgaria,lifeExp_1972,70.9
Europe,Croatia,lifeExp_1972,69.61
Europe,Czech Republic,lifeExp_1972,70.29
Europe,Denmark,lifeExp_1972,73.47
Europe,Finland,lifeExp_1972,70.87
Europe,France,lifeExp_1972,72.38
Europe,Germany,lifeExp_1972,71
Europe,Greece,lifeExp_1972,72.34
Europe,Hungary,lifeExp_1972,69.76
Europe,Iceland,lifeExp_1972,74.46
Europe,Ireland,lifeExp_1972,71.28
Europe,Italy,lifeExp_1972,72.19
Europe,Montenegro,lifeExp_1972,70.636
Europe,Netherlands,lifeExp_1972,73.75
Europe,Norway,lifeExp_1972,74.34
Europe,Poland,lifeExp_1972,70.85
Europe,Portugal,lifeExp_1972,69.26
Europe,Romania,lifeExp_1972,69.21
Europe,Serbia,lifeExp_1972,68.7
Europe,Slovak Republic,lifeExp_1972,70.35
Europe,Slovenia,lifeExp_1972,69.82
Europe,Spain,lifeExp_1972,73.06
Europe,Sweden,lifeExp_1972,74.72
Europe,Switzerland,lifeExp_1972,73.78
Europe,Turkey,lifeExp_1972,57.005
Europe,United Kingdom,lifeExp_1972,72.01
Oceania,Australia,lifeExp_1972,71.93
Oceania,New Zealand,lifeExp_1972,71.89
Africa,Algeria,lifeExp_1977,58.014
Africa,Angola,lifeExp_1977,39.483
Africa,Benin,lifeExp_1977,49.19
Africa,Botswana,lifeExp_1977,59.319
Africa,Burkina Faso,lifeExp_1977,46.137
Africa,Burundi,lifeExp_1977,45.91
Africa,Cameroon,lifeExp_1977,49.355
Africa,Central African Republic,lifeExp_1977,46.775
Africa,Chad,lifeExp_1977,47.383
Africa,Comoros,lifeExp_1977,50.939
Africa,Congo Dem. Rep.,lifeExp_1977,47.804
Africa,Congo Rep.,lifeExp_1977,55.625
Africa,Cote d'Ivoire,lifeExp_1977,52.374
Africa,Djibouti,lifeExp_1977,46.519
Africa,Egypt,lifeExp_1977,53.319
Africa,Equatorial Guinea,lifeExp_1977,42.024
Africa,Eritrea,lifeExp_1977,44.535
Africa,Ethiopia,lifeExp_1977,44.51
Africa,Gabon,lifeExp_1977,52.79
Africa,Gambia,lifeExp_1977,41.842
Africa,Ghana,lifeExp_1977,51.756
Africa,Guinea,lifeExp_1977,40.762
Africa,Guinea-Bissau,lifeExp_1977,37.465
Africa,Kenya,lifeExp_1977,56.155
Africa,Lesotho,lifeExp_1977,52.208
Africa,Liberia,lifeExp_1977,43.764
Africa,Libya,lifeExp_1977,57.442
Africa,Madagascar,lifeExp_1977,46.881
Africa,Malawi,lifeExp_1977,43.767
Africa,Mali,lifeExp_1977,41.714
Africa,Mauritania,lifeExp_1977,50.852
Africa,Mauritius,lifeExp_1977,64.93
Africa,Morocco,lifeExp_1977,55.73
Africa,Mozambique,lifeExp_1977,42.495
Africa,Namibia,lifeExp_1977,56.437
Africa,Niger,lifeExp_1977,41.291
Africa,Nigeria,lifeExp_1977,44.514
Africa,Reunion,lifeExp_1977,67.064
Africa,Rwanda,lifeExp_1977,45
Africa,Sao Tome and Principe,lifeExp_1977,58.55
Africa,Senegal,lifeExp_1977,48.879
Africa,Sierra Leone,lifeExp_1977,36.788
Africa,Somalia,lifeExp_1977,41.974
Africa,South Africa,lifeExp_1977,55.527
Africa,Sudan,lifeExp_1977,47.8
Africa,Swaziland,lifeExp_1977,52.537
Africa,Tanzania,lifeExp_1977,49.919
Africa,Togo,lifeExp_1977,52.887
Africa,Tunisia,lifeExp_1977,59.837
Africa,Uganda,lifeExp_1977,50.35
Africa,Zambia,lifeExp_1977,51.386
Africa,Zimbabwe,lifeExp_1977,57.674
Americas,Argentina,lifeExp_1977,68.481
Americas,Bolivia,lifeExp_1977,50.023
Americas,Brazil,lifeExp_1977,61.489
Americas,Canada,lifeExp_1977,74.21
Americas,Chile,lifeExp_1977,67.052
Americas,Colombia,lifeExp_1977,63.837
Americas,Costa Rica,lifeExp_1977,70.75
Americas,Cuba,lifeExp_1977,72.649
Americas,Dominican Republic,lifeExp_1977,61.788
Americas,Ecuador,lifeExp_1977,61.31
Americas,El Salvador,lifeExp_1977,56.696
Americas,Guatemala,lifeExp_1977,56.029
Americas,Haiti,lifeExp_1977,49.923
Americas,Honduras,lifeExp_1977,57.402
Americas,Jamaica,lifeExp_1977,70.11
Americas,Mexico,lifeExp_1977,65.032
Americas,Nicaragua,lifeExp_1977,57.47
Americas,Panama,lifeExp_1977,68.681
Americas,Paraguay,lifeExp_1977,66.353
Americas,Peru,lifeExp_1977,58.447
Americas,Puerto Rico,lifeExp_1977,73.44
Americas,Trinidad and Tobago,lifeExp_1977,68.3
Americas,United States,lifeExp_1977,73.38
Americas,Uruguay,lifeExp_1977,69.481
Americas,Venezuela,lifeExp_1977,67.456
Asia,Afghanistan,lifeExp_1977,38.438
Asia,Bahrain,lifeExp_1977,65.593
Asia,Bangladesh,lifeExp_1977,46.923
Asia,Cambodia,lifeExp_1977,31.22
Asia,China,lifeExp_1977,63.96736
Asia,Hong Kong China,lifeExp_1977,73.6
Asia,India,lifeExp_1977,54.208
Asia,Indonesia,lifeExp_1977,52.702
Asia,Iran,lifeExp_1977,57.702
Asia,Iraq,lifeExp_1977,60.413
Asia,Israel,lifeExp_1977,73.06
Asia,Japan,lifeExp_1977,75.38
Asia,Jordan,lifeExp_1977,61.134
Asia,Korea Dem. Rep.,lifeExp_1977,67.159
Asia,Korea Rep.,lifeExp_1977,64.766
Asia,Kuwait,lifeExp_1977,69.343
Asia,Lebanon,lifeExp_1977,66.099
Asia,Malaysia,lifeExp_1977,65.256
Asia,Mongolia,lifeExp_1977,55.491
Asia,Myanmar,lifeExp_1977,56.059
Asia,Nepal,lifeExp_1977,46.748
Asia,Oman,lifeExp_1977,57.367
Asia,Pakistan,lifeExp_1977,54.043
Asia,Philippines,lifeExp_1977,60.06
Asia,Saudi Arabia,lifeExp_1977,58.69
Asia,Singapore,lifeExp_1977,70.795
Asia,Sri Lanka,lifeExp_1977,65.949
Asia,Syria,lifeExp_1977,61.195
Asia,Taiwan,lifeExp_1977,70.59
Asia,Thailand,lifeExp_1977,62.494
Asia,Vietnam,lifeExp_1977,55.764
Asia,West Bank and Gaza,lifeExp_1977,60.765
Asia,Yemen Rep.,lifeExp_1977,44.175
Europe,Albania,lifeExp_1977,68.93
Europe,Austria,lifeExp_1977,72.17
Europe,Belgium,lifeExp_1977,72.8
Europe,Bosnia and Herzegovina,lifeExp_1977,69.86
Europe,Bulgaria,lifeExp_1977,70.81
Europe,Croatia,lifeExp_1977,70.64
Europe,Czech Republic,lifeExp_1977,70.71
Europe,Denmark,lifeExp_1977,74.69
Europe,Finland,lifeExp_1977,72.52
Europe,France,lifeExp_1977,73.83
Europe,Germany,lifeExp_1977,72.5
Europe,Greece,lifeExp_1977,73.68
Europe,Hungary,lifeExp_1977,69.95
Europe,Iceland,lifeExp_1977,76.11
Europe,Ireland,lifeExp_1977,72.03
Europe,Italy,lifeExp_1977,73.48
Europe,Montenegro,lifeExp_1977,73.066
Europe,Netherlands,lifeExp_1977,75.24
Europe,Norway,lifeExp_1977,75.37
Europe,Poland,lifeExp_1977,70.67
Europe,Portugal,lifeExp_1977,70.41
Europe,Romania,lifeExp_1977,69.46
Europe,Serbia,lifeExp_1977,70.3
Europe,Slovak Republic,lifeExp_1977,70.45
Europe,Slovenia,lifeExp_1977,70.97
Europe,Spain,lifeExp_1977,74.39
Europe,Sweden,lifeExp_1977,75.44
Europe,Switzerland,lifeExp_1977,75.39
Europe,Turkey,lifeExp_1977,59.507
Europe,United Kingdom,lifeExp_1977,72.76
Oceania,Australia,lifeExp_1977,73.49
Oceania,New Zealand,lifeExp_1977,72.22
Africa,Algeria,lifeExp_1982,61.368
Africa,Angola,lifeExp_1982,39.942
Africa,Benin,lifeExp_1982,50.904
Africa,Botswana,lifeExp_1982,61.484
Africa,Burkina Faso,lifeExp_1982,48.122
Africa,Burundi,lifeExp_1982,47.471
Africa,Cameroon,lifeExp_1982,52.961
Africa,Central African Republic,lifeExp_1982,48.295
Africa,Chad,lifeExp_1982,49.517
Africa,Comoros,lifeExp_1982,52.933
Africa,Congo Dem. Rep.,lifeExp_1982,47.784
Africa,Congo Rep.,lifeExp_1982,56.695
Africa,Cote d'Ivoire,lifeExp_1982,53.983
Africa,Djibouti,lifeExp_1982,48.812
Africa,Egypt,lifeExp_1982,56.006
Africa,Equatorial Guinea,lifeExp_1982,43.662
Africa,Eritrea,lifeExp_1982,43.89
Africa,Ethiopia,lifeExp_1982,44.916
Africa,Gabon,lifeExp_1982,56.564
Africa,Gambia,lifeExp_1982,45.58
Africa,Ghana,lifeExp_1982,53.744
Africa,Guinea,lifeExp_1982,42.891
Africa,Guinea-Bissau,lifeExp_1982,39.327
Africa,Kenya,lifeExp_1982,58.766
Africa,Lesotho,lifeExp_1982,55.078
Africa,Liberia,lifeExp_1982,44.852
Africa,Libya,lifeExp_1982,62.155
Africa,Madagascar,lifeExp_1982,48.969
Africa,Malawi,lifeExp_1982,45.642
Africa,Mali,lifeExp_1982,43.916
Africa,Mauritania,lifeExp_1982,53.599
Africa,Mauritius,lifeExp_1982,66.711
Africa,Morocco,lifeExp_1982,59.65
Africa,Mozambique,lifeExp_1982,42.795
Africa,Namibia,lifeExp_1982,58.968
Africa,Niger,lifeExp_1982,42.598
Africa,Nigeria,lifeExp_1982,45.826
Africa,Reunion,lifeExp_1982,69.885
Africa,Rwanda,lifeExp_1982,46.218
Africa,Sao Tome and Principe,lifeExp_1982,60.351
Africa,Senegal,lifeExp_1982,52.379
Africa,Sierra Leone,lifeExp_1982,38.445
Africa,Somalia,lifeExp_1982,42.955
Africa,South Africa,lifeExp_1982,58.161
Africa,Sudan,lifeExp_1982,50.338
Africa,Swaziland,lifeExp_1982,55.561
Africa,Tanzania,lifeExp_1982,50.608
Africa,Togo,lifeExp_1982,55.471
Africa,Tunisia,lifeExp_1982,64.048
Africa,Uganda,lifeExp_1982,49.849
Africa,Zambia,lifeExp_1982,51.821
Africa,Zimbabwe,lifeExp_1982,60.363
Americas,Argentina,lifeExp_1982,69.942
Americas,Bolivia,lifeExp_1982,53.859
Americas,Brazil,lifeExp_1982,63.336
Americas,Canada,lifeExp_1982,75.76
Americas,Chile,lifeExp_1982,70.565
Americas,Colombia,lifeExp_1982,66.653
Americas,Costa Rica,lifeExp_1982,73.45
Americas,Cuba,lifeExp_1982,73.717
Americas,Dominican Republic,lifeExp_1982,63.727
Americas,Ecuador,lifeExp_1982,64.342
Americas,El Salvador,lifeExp_1982,56.604
Americas,Guatemala,lifeExp_1982,58.137
Americas,Haiti,lifeExp_1982,51.461
Americas,Honduras,lifeExp_1982,60.909
Americas,Jamaica,lifeExp_1982,71.21
Americas,Mexico,lifeExp_1982,67.405
Americas,Nicaragua,lifeExp_1982,59.298
Americas,Panama,lifeExp_1982,70.472
Americas,Paraguay,lifeExp_1982,66.874
Americas,Peru,lifeExp_1982,61.406
Americas,Puerto Rico,lifeExp_1982,73.75
Americas,Trinidad and Tobago,lifeExp_1982,68.832
Americas,United States,lifeExp_1982,74.65
Americas,Uruguay,lifeExp_1982,70.805
Americas,Venezuela,lifeExp_1982,68.557
Asia,Afghanistan,lifeExp_1982,39.854
Asia,Bahrain,lifeExp_1982,69.052
Asia,Bangladesh,lifeExp_1982,50.009
Asia,Cambodia,lifeExp_1982,50.957
Asia,China,lifeExp_1982,65.525
Asia,Hong Kong China,lifeExp_1982,75.45
Asia,India,lifeExp_1982,56.596
Asia,Indonesia,lifeExp_1982,56.159
Asia,Iran,lifeExp_1982,59.62
Asia,Iraq,lifeExp_1982,62.038
Asia,Israel,lifeExp_1982,74.45
Asia,Japan,lifeExp_1982,77.11
Asia,Jordan,lifeExp_1982,63.739
Asia,Korea Dem. Rep.,lifeExp_1982,69.1
Asia,Korea Rep.,lifeExp_1982,67.123
Asia,Kuwait,lifeExp_1982,71.309
Asia,Lebanon,lifeExp_1982,66.983
Asia,Malaysia,lifeExp_1982,68
Asia,Mongolia,lifeExp_1982,57.489
Asia,Myanmar,lifeExp_1982,58.056
Asia,Nepal,lifeExp_1982,49.594
Asia,Oman,lifeExp_1982,62.728
Asia,Pakistan,lifeExp_1982,56.158
Asia,Philippines,lifeExp_1982,62.082
Asia,Saudi Arabia,lifeExp_1982,63.012
Asia,Singapore,lifeExp_1982,71.76
Asia,Sri Lanka,lifeExp_1982,68.757
Asia,Syria,lifeExp_1982,64.59
Asia,Taiwan,lifeExp_1982,72.16
Asia,Thailand,lifeExp_1982,64.597
Asia,Vietnam,lifeExp_1982,58.816
Asia,West Bank and Gaza,lifeExp_1982,64.406
Asia,Yemen Rep.,lifeExp_1982,49.113
Europe,Albania,lifeExp_1982,70.42
Europe,Austria,lifeExp_1982,73.18
Europe,Belgium,lifeExp_1982,73.93
Europe,Bosnia and Herzegovina,lifeExp_1982,70.69
Europe,Bulgaria,lifeExp_1982,71.08
Europe,Croatia,lifeExp_1982,70.46
Europe,Czech Republic,lifeExp_1982,70.96
Europe,Denmark,lifeExp_1982,74.63
Europe,Finland,lifeExp_1982,74.55
Europe,France,lifeExp_1982,74.89
Europe,Germany,lifeExp_1982,73.8
Europe,Greece,lifeExp_1982,75.24
Europe,Hungary,lifeExp_1982,69.39
Europe,Iceland,lifeExp_1982,76.99
Europe,Ireland,lifeExp_1982,73.1
Europe,Italy,lifeExp_1982,74.98
Europe,Montenegro,lifeExp_1982,74.101
Europe,Netherlands,lifeExp_1982,76.05
Europe,Norway,lifeExp_1982,75.97
Europe,Poland,lifeExp_1982,71.32
Europe,Portugal,lifeExp_1982,72.77
Europe,Romania,lifeExp_1982,69.66
Europe,Serbia,lifeExp_1982,70.162
Europe,Slovak Republic,lifeExp_1982,70.8
Europe,Slovenia,lifeExp_1982,71.063
Europe,Spain,lifeExp_1982,76.3
Europe,Sweden,lifeExp_1982,76.42
Europe,Switzerland,lifeExp_1982,76.21
Europe,Turkey,lifeExp_1982,61.036
Europe,United Kingdom,lifeExp_1982,74.04
Oceania,Australia,lifeExp_1982,74.74
Oceania,New Zealand,lifeExp_1982,73.84
Africa,Algeria,lifeExp_1987,65.799
Africa,Angola,lifeExp_1987,39.906
Africa,Benin,lifeExp_1987,52.337
Africa,Botswana,lifeExp_1987,63.622
Africa,Burkina Faso,lifeExp_1987,49.557
Africa,Burundi,lifeExp_1987,48.211
Africa,Cameroon,lifeExp_1987,54.985
Africa,Central African Republic,lifeExp_1987,50.485
Africa,Chad,lifeExp_1987,51.051
Africa,Comoros,lifeExp_1987,54.926
Africa,Congo Dem. Rep.,lifeExp_1987,47.412
Africa,Congo Rep.,lifeExp_1987,57.47
Africa,Cote d'Ivoire,lifeExp_1987,54.655
Africa,Djibouti,lifeExp_1987,50.04
Africa,Egypt,lifeExp_1987,59.797
Africa,Equatorial Guinea,lifeExp_1987,45.664
Africa,Eritrea,lifeExp_1987,46.453
Africa,Ethiopia,lifeExp_1987,46.684
Africa,Gabon,lifeExp_1987,60.19
Africa,Gambia,lifeExp_1987,49.265
Africa,Ghana,lifeExp_1987,55.729
Africa,Guinea,lifeExp_1987,45.552
Africa,Guinea-Bissau,lifeExp_1987,41.245
Africa,Kenya,lifeExp_1987,59.339
Africa,Lesotho,lifeExp_1987,57.18
Africa,Liberia,lifeExp_1987,46.027
Africa,Libya,lifeExp_1987,66.234
Africa,Madagascar,lifeExp_1987,49.35
Africa,Malawi,lifeExp_1987,47.457
Africa,Mali,lifeExp_1987,46.364
Africa,Mauritania,lifeExp_1987,56.145
Africa,Mauritius,lifeExp_1987,68.74
Africa,Morocco,lifeExp_1987,62.677
Africa,Mozambique,lifeExp_1987,42.861
Africa,Namibia,lifeExp_1987,60.835
Africa,Niger,lifeExp_1987,44.555
Africa,Nigeria,lifeExp_1987,46.886
Africa,Reunion,lifeExp_1987,71.913
Africa,Rwanda,lifeExp_1987,44.02
Africa,Sao Tome and Principe,lifeExp_1987,61.728
Africa,Senegal,lifeExp_1987,55.769
Africa,Sierra Leone,lifeExp_1987,40.006
Africa,Somalia,lifeExp_1987,44.501
Africa,South Africa,lifeExp_1987,60.834
Africa,Sudan,lifeExp_1987,51.744
Africa,Swaziland,lifeExp_1987,57.678
Africa,Tanzania,lifeExp_1987,51.535
Africa,Togo,lifeExp_1987,56.941
Africa,Tunisia,lifeExp_1987,66.894
Africa,Uganda,lifeExp_1987,51.509
Africa,Zambia,lifeExp_1987,50.821
Africa,Zimbabwe,lifeExp_1987,62.351
Americas,Argentina,lifeExp_1987,70.774
Americas,Bolivia,lifeExp_1987,57.251
Americas,Brazil,lifeExp_1987,65.205
Americas,Canada,lifeExp_1987,76.86
Americas,Chile,lifeExp_1987,72.492
Americas,Colombia,lifeExp_1987,67.768
Americas,Costa Rica,lifeExp_1987,74.752
Americas,Cuba,lifeExp_1987,74.174
Americas,Dominican Republic,lifeExp_1987,66.046
Americas,Ecuador,lifeExp_1987,67.231
Americas,El Salvador,lifeExp_1987,63.154
Americas,Guatemala,lifeExp_1987,60.782
Americas,Haiti,lifeExp_1987,53.636
Americas,Honduras,lifeExp_1987,64.492
Americas,Jamaica,lifeExp_1987,71.77
Americas,Mexico,lifeExp_1987,69.498
Americas,Nicaragua,lifeExp_1987,62.008
Americas,Panama,lifeExp_1987,71.523
Americas,Paraguay,lifeExp_1987,67.378
Americas,Peru,lifeExp_1987,64.134
Americas,Puerto Rico,lifeExp_1987,74.63
Americas,Trinidad and Tobago,lifeExp_1987,69.582
Americas,United States,lifeExp_1987,75.02
Americas,Uruguay,lifeExp_1987,71.918
Americas,Venezuela,lifeExp_1987,70.19
Asia,Afghanistan,lifeExp_1987,40.822
Asia,Bahrain,lifeExp_1987,70.75
Asia,Bangladesh,lifeExp_1987,52.819
Asia,Cambodia,lifeExp_1987,53.914
Asia,China,lifeExp_1987,67.274
Asia,Hong Kong China,lifeExp_1987,76.2
Asia,India,lifeExp_1987,58.553
Asia,Indonesia,lifeExp_1987,60.137
Asia,Iran,lifeExp_1987,63.04
Asia,Iraq,lifeExp_1987,65.044
Asia,Israel,lifeExp_1987,75.6
Asia,Japan,lifeExp_1987,78.67
Asia,Jordan,lifeExp_1987,65.869
Asia,Korea Dem. Rep.,lifeExp_1987,70.647
Asia,Korea Rep.,lifeExp_1987,69.81
Asia,Kuwait,lifeExp_1987,74.174
Asia,Lebanon,lifeExp_1987,67.926
Asia,Malaysia,lifeExp_1987,69.5
Asia,Mongolia,lifeExp_1987,60.222
Asia,Myanmar,lifeExp_1987,58.339
Asia,Nepal,lifeExp_1987,52.537
Asia,Oman,lifeExp_1987,67.734
Asia,Pakistan,lifeExp_1987,58.245
Asia,Philippines,lifeExp_1987,64.151
Asia,Saudi Arabia,lifeExp_1987,66.295
Asia,Singapore,lifeExp_1987,73.56
Asia,Sri Lanka,lifeExp_1987,69.011
Asia,Syria,lifeExp_1987,66.974
Asia,Taiwan,lifeExp_1987,73.4
Asia,Thailand,lifeExp_1987,66.084
Asia,Vietnam,lifeExp_1987,62.82
Asia,West Bank and Gaza,lifeExp_1987,67.046
Asia,Yemen Rep.,lifeExp_1987,52.922
Europe,Albania,lifeExp_1987,72
Europe,Austria,lifeExp_1987,74.94
Europe,Belgium,lifeExp_1987,75.35
Europe,Bosnia and Herzegovina,lifeExp_1987,71.14
Europe,Bulgaria,lifeExp_1987,71.34
Europe,Croatia,lifeExp_1987,71.52
Europe,Czech Republic,lifeExp_1987,71.58
Europe,Denmark,lifeExp_1987,74.8
Europe,Finland,lifeExp_1987,74.83
Europe,France,lifeExp_1987,76.34
Europe,Germany,lifeExp_1987,74.847
Europe,Greece,lifeExp_1987,76.67
Europe,Hungary,lifeExp_1987,69.58
Europe,Iceland,lifeExp_1987,77.23
Europe,Ireland,lifeExp_1987,74.36
Europe,Italy,lifeExp_1987,76.42
Europe,Montenegro,lifeExp_1987,74.865
Europe,Netherlands,lifeExp_1987,76.83
Europe,Norway,lifeExp_1987,75.89
Europe,Poland,lifeExp_1987,70.98
Europe,Portugal,lifeExp_1987,74.06
Europe,Romania,lifeExp_1987,69.53
Europe,Serbia,lifeExp_1987,71.218
Europe,Slovak Republic,lifeExp_1987,71.08
Europe,Slovenia,lifeExp_1987,72.25
Europe,Spain,lifeExp_1987,76.9
Europe,Sweden,lifeExp_1987,77.19
Europe,Switzerland,lifeExp_1987,77.41
Europe,Turkey,lifeExp_1987,63.108
Europe,United Kingdom,lifeExp_1987,75.007
Oceania,Australia,lifeExp_1987,76.32
Oceania,New Zealand,lifeExp_1987,74.32
Africa,Algeria,lifeExp_1992,67.744
Africa,Angola,lifeExp_1992,40.647
Africa,Benin,lifeExp_1992,53.919
Africa,Botswana,lifeExp_1992,62.745
Africa,Burkina Faso,lifeExp_1992,50.26
Africa,Burundi,lifeExp_1992,44.736
Africa,Cameroon,lifeExp_1992,54.314
Africa,Central African Republic,lifeExp_1992,49.396
Africa,Chad,lifeExp_1992,51.724
Africa,Comoros,lifeExp_1992,57.939
Africa,Congo Dem. Rep.,lifeExp_1992,45.548
Africa,Congo Rep.,lifeExp_1992,56.433
Africa,Cote d'Ivoire,lifeExp_1992,52.044
Africa,Djibouti,lifeExp_1992,51.604
Africa,Egypt,lifeExp_1992,63.674
Africa,Equatorial Guinea,lifeExp_1992,47.545
Africa,Eritrea,lifeExp_1992,49.991
Africa,Ethiopia,lifeExp_1992,48.091
Africa,Gabon,lifeExp_1992,61.366
Africa,Gambia,lifeExp_1992,52.644
Africa,Ghana,lifeExp_1992,57.501
Africa,Guinea,lifeExp_1992,48.576
Africa,Guinea-Bissau,lifeExp_1992,43.266
Africa,Kenya,lifeExp_1992,59.285
Africa,Lesotho,lifeExp_1992,59.685
Africa,Liberia,lifeExp_1992,40.802
Africa,Libya,lifeExp_1992,68.755
Africa,Madagascar,lifeExp_1992,52.214
Africa,Malawi,lifeExp_1992,49.42
Africa,Mali,lifeExp_1992,48.388
Africa,Mauritania,lifeExp_1992,58.333
Africa,Mauritius,lifeExp_1992,69.745
Africa,Morocco,lifeExp_1992,65.393
Africa,Mozambique,lifeExp_1992,44.284
Africa,Namibia,lifeExp_1992,61.999
Africa,Niger,lifeExp_1992,47.391
Africa,Nigeria,lifeExp_1992,47.472
Africa,Reunion,lifeExp_1992,73.615
Africa,Rwanda,lifeExp_1992,23.599
Africa,Sao Tome and Principe,lifeExp_1992,62.742
Africa,Senegal,lifeExp_1992,58.196
Africa,Sierra Leone,lifeExp_1992,38.333
Africa,Somalia,lifeExp_1992,39.658
Africa,South Africa,lifeExp_1992,61.888
Africa,Sudan,lifeExp_1992,53.556
Africa,Swaziland,lifeExp_1992,58.474
Africa,Tanzania,lifeExp_1992,50.44
Africa,Togo,lifeExp_1992,58.061
Africa,Tunisia,lifeExp_1992,70.001
Africa,Uganda,lifeExp_1992,48.825
Africa,Zambia,lifeExp_1992,46.1
Africa,Zimbabwe,lifeExp_1992,60.377
Americas,Argentina,lifeExp_1992,71.868
Americas,Bolivia,lifeExp_1992,59.957
Americas,Brazil,lifeExp_1992,67.057
Americas,Canada,lifeExp_1992,77.95
Americas,Chile,lifeExp_1992,74.126
Americas,Colombia,lifeExp_1992,68.421
Americas,Costa Rica,lifeExp_1992,75.713
Americas,Cuba,lifeExp_1992,74.414
Americas,Dominican Republic,lifeExp_1992,68.457
Americas,Ecuador,lifeExp_1992,69.613
Americas,El Salvador,lifeExp_1992,66.798
Americas,Guatemala,lifeExp_1992,63.373
Americas,Haiti,lifeExp_1992,55.089
Americas,Honduras,lifeExp_1992,66.399
Americas,Jamaica,lifeExp_1992,71.766
Americas,Mexico,lifeExp_1992,71.455
Americas,Nicaragua,lifeExp_1992,65.843
Americas,Panama,lifeExp_1992,72.462
Americas,Paraguay,lifeExp_1992,68.225
Americas,Peru,lifeExp_1992,66.458
Americas,Puerto Rico,lifeExp_1992,73.911
Americas,Trinidad and Tobago,lifeExp_1992,69.862
Americas,United States,lifeExp_1992,76.09
Americas,Uruguay,lifeExp_1992,72.752
Americas,Venezuela,lifeExp_1992,71.15
Asia,Afghanistan,lifeExp_1992,41.674
Asia,Bahrain,lifeExp_1992,72.601
Asia,Bangladesh,lifeExp_1992,56.018
Asia,Cambodia,lifeExp_1992,55.803
Asia,China,lifeExp_1992,68.69
